,X.1,OBJECTID,Field1,X,Lat,Long,ch4,Date,day,month,year
23270,23277,23277,3199084,488695,-20.3497467,-52.60083389,1752.915147,10/16/2014,16,10,2014
23271,23278,23278,3199085,488696,-20.3455925,-52.60150146,1756.365252,10/16/2014,16,10,2014
23272,23279,23279,3199086,488697,-21.17169571,-52.78824234,1760.341601,10/16/2014,16,10,2014
23273,23280,23280,3199087,488698,-21.15405083,-52.78558731,1759.304889,10/16/2014,16,10,2014
23274,23281,23281,3199088,488699,-21.14919472,-52.78604889,1775.105701,10/16/2014,16,10,2014
23275,23282,23282,3199089,488700,-21.97739601,-52.97477341,1766.827046,10/16/2014,16,10,2014
23276,23283,23283,3199090,488701,-21.95654488,-52.97132874,1753.404714,10/16/2014,16,10,2014
23277,23284,23284,3199091,488702,-21.95226479,-52.97192001,1760.143148,10/16/2014,16,10,2014
23322,23329,23329,3206615,496226,-18.90707397,-52.2964325,1756.348525,10/19/2014,19,10,2014
23323,23330,23330,3206616,496227,-20.51482964,-52.66317749,1770.049484,10/19/2014,19,10,2014
23324,23331,23331,3206617,496228,-21.83192635,-55.61910248,1767.28804,10/19/2014,19,10,2014
23325,23332,23332,3206618,496229,-22.3020649,-54.35224533,1757.148301,10/19/2014,19,10,2014
23346,23353,23353,3213842,503453,-19.29874611,-52.36087036,1756.854275,10/22/2014,22,10,2014
23347,23354,23354,3213843,503454,-19.27758217,-52.35750198,1755.543515,10/22/2014,22,10,2014
23348,23355,23355,3213844,503455,-19.2731781,-52.35804749,1757.360441,10/22/2014,22,10,2014
23349,23356,23356,3213845,503456,-20.10086632,-52.54333878,1758.665404,10/22/2014,22,10,2014
23350,23357,23357,3213846,503457,-20.08091164,-52.54018021,1750.292266,10/22/2014,22,10,2014
23351,23358,23358,3213847,503458,-20.07693481,-52.54085541,1754.835143,10/22/2014,22,10,2014
23352,23359,23359,3213848,503459,-20.90583801,-52.72778702,1741.015961,10/22/2014,22,10,2014
23353,23360,23360,3213849,503460,-20.8842926,-52.72422409,1733.078492,10/22/2014,22,10,2014
23354,23361,23361,3213850,503461,-20.88064384,-52.72495651,1756.384309,10/22/2014,22,10,2014
23355,23362,23362,3213851,503462,-21.70804787,-52.91299438,1742.903261,10/22/2014,22,10,2014
23356,23363,23363,3213852,503463,-21.68745804,-52.90961838,1740.276827,10/22/2014,22,10,2014
23357,23364,23364,3213853,503464,-21.68397522,-52.9103508,1741.650759,10/22/2014,22,10,2014
23358,23365,23365,3213854,503465,-22.51293945,-53.10031128,1738.186923,10/22/2014,22,10,2014
23359,23366,23366,3213855,503466,-22.49114609,-53.09662247,1739.323185,10/22/2014,22,10,2014
23360,23367,23367,3213856,503467,-22.48734283,-53.09726715,1745.710179,10/22/2014,22,10,2014
23412,23419,23419,3225496,515107,-19.02568054,-52.29959106,1758.901979,10/28/2014,28,10,2014
23413,23420,23420,3225497,515108,-19.00778389,-52.296978,1754.532503,10/28/2014,28,10,2014
23414,23421,23421,3225498,515109,-19.00395966,-52.29764175,1759.734439,10/28/2014,28,10,2014
23415,23422,23422,3225499,515110,-20.63318253,-52.66571808,1756.802097,10/28/2014,28,10,2014
23416,23423,23423,3225500,515111,-20.61541939,-52.66304779,1756.6814,10/28/2014,28,10,2014
23417,23424,23424,3225501,515112,-20.61101913,-52.66362,1761.81522,10/28/2014,28,10,2014
23418,23425,23425,3225502,515113,-22.24091911,-53.03741837,1757.614568,10/28/2014,28,10,2014
23419,23426,23426,3225503,515114,-22.22240448,-53.03450394,1760.226171,10/28/2014,28,10,2014
23420,23427,23427,3225504,515115,-22.21776199,-53.03495789,1761.915533,10/28/2014,28,10,2014
23444,23451,23451,3242065,531676,-19.29286766,-52.36077499,1765.870624,11/3/2014,3,11,2014
23445,23452,23452,3242066,531677,-19.2741642,-52.35795212,1763.643971,11/3/2014,3,11,2014
23446,23453,23453,3242067,531678,-19.26983452,-52.35849762,1765.548299,11/3/2014,3,11,2014
23447,23454,23454,3242068,531679,-20.09557152,-52.54336166,1771.367544,11/3/2014,3,11,2014
23448,23455,23455,3242069,531680,-20.0779953,-52.54075623,1768.215353,11/3/2014,3,11,2014
23449,23456,23456,3242070,531681,-20.07413673,-52.54141235,1768.556204,11/3/2014,3,11,2014
23467,23474,23474,3250644,540255,-19.01792717,-53.58230209,1754.860963,11/6/2014,6,11,2014
23468,23475,23475,3250645,540256,-19.60969543,-52.46721268,1755.837678,11/6/2014,6,11,2014
23472,23479,23479,3250649,540260,-22.22385025,-53.06912231,1759.339389,11/6/2014,6,11,2014
23476,23483,23483,3250653,540264,-23.60390472,-54.68534088,1767.263586,11/6/2014,6,11,2014
23533,23540,23540,3275088,564699,-20.36059952,-52.59969711,1747.027563,11/15/2014,15,11,2014
23534,23541,23541,3275089,564700,-20.3419075,-52.59679031,1739.942145,11/15/2014,15,11,2014
23535,23542,23542,3275090,564701,-20.33765602,-52.59738159,1739.503943,11/15/2014,15,11,2014
23536,23543,23543,3275091,564702,-21.16333771,-52.78406525,1735.917427,11/15/2014,15,11,2014
23537,23544,23544,3275092,564703,-21.14550018,-52.78133392,1741.643654,11/15/2014,15,11,2014
23538,23545,23545,3275093,564704,-21.14146614,-52.78193665,1750.420785,11/15/2014,15,11,2014
23539,23546,23546,3275094,564705,-21.96786308,-52.97029877,1740.963174,11/15/2014,15,11,2014
23540,23547,23547,3275095,564706,-21.94870186,-52.96717834,1739.157419,11/15/2014,15,11,2014
23541,23548,23548,3275096,564707,-21.94491196,-52.9678688,1738.323588,11/15/2014,15,11,2014
23604,23611,23611,3283318,572929,-19.59840012,-52.46289063,1771.053571,11/18/2014,18,11,2014
23605,23612,23612,3283319,572930,-19.27877235,-55.00513458,1768.281996,11/18/2014,18,11,2014
23606,23613,23613,3283320,572931,-20.09705734,-55.20739365,1756.969527,11/18/2014,18,11,2014
23607,23614,23614,3283321,572932,-20.48662186,-54.19234085,1751.728103,11/18/2014,18,11,2014
23608,23615,23615,3283322,572933,-20.88838005,-53.26048279,1755.834213,11/18/2014,18,11,2014
23609,23616,23616,3283323,572934,-21.25682259,-52.34640884,1755.161637,11/18/2014,18,11,2014
23613,23620,23620,3283327,572938,-22.23766136,-53.07081223,1752.314105,11/18/2014,18,11,2014
23617,23624,23624,3283331,572942,-23.61333656,-54.68634033,1747.904073,11/18/2014,18,11,2014
23619,23626,23626,3283333,572944,-23.87709618,-55.20507813,1751.406088,11/18/2014,18,11,2014
23662,23672,23672,3297353,586964,-19.61315346,-52.46656799,1802.024123,11/24/2014,24,11,2014
23663,23673,23673,3297354,586965,-22.24573135,-53.07315826,1786.085555,11/24/2014,24,11,2014
23691,23701,23701,3312635,602246,-23.48966408,-54.93450546,1763.943236,11/30/2014,30,11,2014
23696,23706,23706,3318173,607784,-20.20985031,-52.59280396,1769.355989,12/3/2014,3,12,2014
23697,23707,23707,3318174,607785,-20.24812126,-52.60316467,1762.552309,12/3/2014,3,12,2014
23698,23708,23708,3318175,607786,-20.24414635,-52.6038208,1763.927462,12/3/2014,3,12,2014
23744,23754,23754,3326212,615823,-19.926754,-55.19783401,1756.130185,12/6/2014,6,12,2014
23745,23755,23755,3326213,615824,-20.99434471,-52.81296921,1738.427701,12/6/2014,6,12,2014
23747,23757,23757,3326215,615826,-22.11819458,-53.07000351,1740.99539,12/6/2014,6,12,2014
23751,23761,23761,3326219,615830,-23.45251656,-54.94438934,1743.131623,12/6/2014,6,12,2014
23777,23787,23787,3335367,624978,-21.5865345,-52.9120636,1763.966781,12/9/2014,9,12,2014
23778,23788,23788,3335368,624979,-21.58250809,-52.91271591,1765.061538,12/9/2014,9,12,2014
23794,23804,23804,3349417,1496,-19.90761375,-52.53442383,1763.14602,2/1/2015,1,2,2015
23795,23805,23805,3349418,1497,-19.90193748,-52.53467941,1761.915948,2/1/2015,1,2,2015
23796,23806,23806,3349419,1498,-19.89747047,-52.53540421,1764.938684,2/1/2015,1,2,2015
23797,23807,23807,3349420,1499,-19.49011993,-55.05500031,1776.663691,2/1/2015,1,2,2015
23798,23808,23808,3349421,1500,-19.48513031,-55.05561829,1766.079738,2/1/2015,1,2,2015
23799,23809,23809,3349422,1501,-19.48100662,-55.05717468,1758.718074,2/1/2015,1,2,2015
23800,23810,23810,3349423,1502,-22.46230698,-53.12472916,1763.847134,2/1/2015,1,2,2015
23801,23811,23811,3349424,1503,-22.45905685,-53.12493134,1755.849362,2/1/2015,1,2,2015
23802,23812,23812,3349425,1504,-22.45257187,-53.125103,1761.892118,2/1/2015,1,2,2015
23829,23839,23839,3357989,10068,-19.64427567,-52.47478867,1789.370129,2/4/2015,4,2,2015
23830,23840,23840,3357990,10069,-20.07137489,-55.20009613,1803.423993,2/4/2015,4,2,2015
23837,23847,23847,3366152,18231,-19.24876213,-54.99656296,1798.095841,2/7/2015,7,2,2015
23838,23848,23848,3366153,18232,-19.24406433,-54.99737167,1801.310594,2/7/2015,7,2,2015
23839,23849,23849,3366154,18233,-19.24048615,-54.99895859,1808.219805,2/7/2015,7,2,2015
23861,23871,23871,3374302,26381,-21.75913239,-55.61733246,1784.904692,2/10/2015,10,2,2015
23876,23886,23886,3382722,34801,-19.94532204,-52.54494095,1780.160773,2/13/2015,13,2,2015
23877,23887,23887,3382723,34802,-19.94079018,-52.54551697,1788.822425,2/13/2015,13,2,2015
23878,23888,23888,3382724,34803,-19.93623161,-52.54618073,1788.101265,2/13/2015,13,2,2015
23907,23917,23917,3406887,58966,-19.22659874,-54.99694061,1790.685051,2/22/2015,22,2,2015
23910,23920,23920,3406890,58969,-21.32329941,-52.86773682,1780.96969,2/22/2015,22,2,2015
23911,23921,23921,3406891,58970,-22.1626339,-53.06254196,1784.595942,2/22/2015,22,2,2015
23937,23947,23947,3411460,63539,-22.05615234,-55.6880722,1762.28425,2/25/2015,25,2,2015
23938,23948,23948,3411461,63540,-22.05534935,-55.68851852,1748.709574,2/25/2015,25,2,2015
23939,23949,23949,3411462,63541,-22.05026054,-55.68811798,1755.199839,2/25/2015,25,2,2015
23940,23950,23950,3411463,63542,-22.46112251,-53.12569427,1748.180583,2/25/2015,25,2,2015
23941,23951,23951,3411464,63543,-22.45597267,-53.12526321,1757.205883,2/25/2015,25,2,2015
23942,23952,23952,3411465,63544,-22.45215988,-53.12612534,1756.269024,2/25/2015,25,2,2015
23974,23984,23984,3419017,71096,-17.56567001,-54.59070206,1782.319334,2/28/2015,28,2,2015
23975,23985,23985,3419018,71097,-18.39877319,-54.79593277,1786.432158,2/28/2015,28,2,2015
23978,23988,23988,3419021,71100,-19.64476395,-52.4811058,1764.276856,2/28/2015,28,2,2015
23979,23989,23989,3419022,71101,-20.48236847,-52.67481613,1772.613435,2/28/2015,28,2,2015
24010,24020,24020,3426610,78689,-22.05420685,-55.68739319,1776.611712,3/3/2015,3,3,2015
24011,24021,24021,3426611,78690,-22.05327797,-55.68785858,1781.390307,3/3/2015,3,3,2015
24012,24022,24022,3426612,78691,-22.05053329,-55.68805313,1785.509967,3/3/2015,3,3,2015
24033,24043,24043,3434197,86276,-20.07013893,-55.20597458,1786.704223,3/6/2015,6,3,2015
24034,24044,24044,3434198,86277,-21.32295609,-52.86779404,1801.531158,3/6/2015,6,3,2015
24035,24045,24045,3434199,86278,-20.91599083,-55.41032791,1797.238221,3/6/2015,6,3,2015
24046,24056,24056,3435839,87918,-19.66176033,-58.05256271,1801.114783,3/7/2015,7,3,2015
24053,24063,24063,3438944,91023,-19.37966156,-52.41609955,1788.26063,3/9/2015,9,3,2015
24054,24064,24064,3438945,91024,-19.37559509,-52.41676712,1777.430461,3/9/2015,9,3,2015
24055,24065,24065,3438946,91025,-19.37119865,-52.41746902,1786.543041,3/9/2015,9,3,2015
24080,24091,24091,3446644,98723,-18.39510918,-54.79446411,1765.442865,3/12/2015,12,3,2015
24083,24094,24094,3446647,98726,-20.48370552,-52.67454147,1767.412075,3/12/2015,12,3,2015
24084,24095,24095,3446648,98727,-21.32264519,-52.8674736,1765.296871,3/12/2015,12,3,2015
24114,24125,24125,3454048,106127,-19.93749428,-52.54295731,1776.033399,3/15/2015,15,3,2015
24115,24126,24126,3454049,106128,-19.93233871,-52.5434227,1776.559675,3/15/2015,15,3,2015
24116,24127,24127,3454050,106129,-19.92984581,-52.5445137,1774.599867,3/15/2015,15,3,2015
24117,24128,24128,3454051,106130,-22.45714378,-53.12548447,1778.04045,3/15/2015,15,3,2015
24118,24129,24129,3454052,106131,-22.45235443,-53.12532806,1795.874587,3/15/2015,15,3,2015
24119,24130,24130,3454053,106132,-22.4481144,-53.12608719,1778.690536,3/15/2015,15,3,2015
24123,24134,24134,3460911,112990,-19.22771072,-54.9956665,1760.716784,3/18/2015,18,3,2015
24124,24135,24135,3460912,112991,-20.07156944,-55.2044754,1755.806414,3/18/2015,18,3,2015
24126,24137,24137,3460914,112993,-21.76199532,-55.6184082,1754.313068,3/18/2015,18,3,2015
24175,24186,24186,3470147,122226,-19.64542961,-52.48188019,1770.35292,3/24/2015,24,3,2015
24176,24187,24187,3470148,122227,-19.22710991,-54.9981308,1770.182907,3/24/2015,24,3,2015
24177,24188,24188,3470149,122228,-20.07084084,-55.20679855,1765.863602,3/24/2015,24,3,2015
24178,24189,24189,3470150,122229,-20.48428154,-52.67598724,1765.488877,3/24/2015,24,3,2015
24181,24192,24192,3470153,122232,-21.32319069,-52.86864853,1773.558306,3/24/2015,24,3,2015
24182,24193,24193,3470154,122233,-20.91525269,-55.41083527,1778.359241,3/24/2015,24,3,2015
24183,24194,24194,3470155,122234,-21.7623539,-55.6210289,1758.723896,3/24/2015,24,3,2015
24184,24195,24195,3470156,122235,-22.16306686,-53.06369781,1752.973683,3/24/2015,24,3,2015
24214,24225,24225,3476659,128738,-22.04931259,-55.68390274,1812.620977,3/27/2015,27,3,2015
24215,24226,24226,3476660,128739,-22.04683876,-55.68389511,1822.877355,3/27/2015,27,3,2015
24216,24227,24227,3476661,128740,-22.04366302,-55.68395615,1824.247992,3/27/2015,27,3,2015
24260,24273,24273,3487209,139288,-21.49127007,-55.54672623,1797.592986,4/2/2015,2,4,2015
24261,24274,24274,3487210,139289,-21.48957253,-55.54698563,1780.570434,4/2/2015,2,4,2015
24262,24275,24275,3487211,139290,-21.48654175,-55.54713821,1781.607087,4/2/2015,2,4,2015
24305,24318,24318,3500530,152609,-19.93678093,-52.54415512,1794.301781,4/8/2015,8,4,2015
24306,24319,24319,3500531,152610,-19.93139458,-52.54461288,1793.142144,4/8/2015,8,4,2015
24307,24320,24320,3500532,152611,-19.92650604,-52.54521561,1788.811365,4/8/2015,8,4,2015
24308,24321,24321,3500533,152612,-22.04935265,-55.68787003,1770.73437,4/8/2015,8,4,2015
24309,24322,24322,3500534,152613,-22.04630089,-55.68777466,1774.266139,4/8/2015,8,4,2015
24310,24323,24323,3500535,152614,-22.04416275,-55.68818283,1764.560237,4/8/2015,8,4,2015
24311,24324,24324,3500536,152615,-22.45366859,-53.12649536,1765.504726,4/8/2015,8,4,2015
24312,24325,24325,3500537,152616,-22.44908333,-53.1261673,1761.422482,4/8/2015,8,4,2015
24313,24326,24326,3500538,152617,-22.445467,-53.12707138,1765.133695,4/8/2015,8,4,2015
24337,24350,24350,3507044,159123,-20.07120705,-55.20427322,1800.196086,4/11/2015,11,4,2015
24338,24351,24351,3507045,159124,-20.48227119,-52.67301941,1793.830394,4/11/2015,11,4,2015
24339,24352,24352,3507046,159125,-21.32276154,-52.86610031,1789.019634,4/11/2015,11,4,2015
24340,24353,24353,3507047,159126,-22.16230965,-53.06095505,1779.101086,4/11/2015,11,4,2015
24357,24370,24370,3508170,160249,-19.66278839,-58.05101013,1830.644827,4/12/2015,12,4,2015
24366,24379,24379,3510498,162577,-19.52038193,-55.06513596,1805.008021,4/14/2015,14,4,2015
24367,24380,24380,3510499,162578,-19.51527405,-55.0657692,1796.632076,4/14/2015,14,4,2015
24368,24381,24381,3510500,162579,-19.51029968,-55.06702042,1800.722073,4/14/2015,14,4,2015
24392,24405,24405,3516568,168647,-17.56287575,-54.58732986,1783.470743,4/17/2015,17,4,2015
24395,24408,24408,3516571,168650,-19.22520065,-54.99430847,1800.11317,4/17/2015,17,4,2015
24396,24409,24409,3516572,168651,-20.07070351,-55.20340347,1803.947307,4/17/2015,17,4,2015
24397,24410,24410,3516573,168652,-20.48200226,-52.67210388,1786.853833,4/17/2015,17,4,2015
24400,24413,24413,3516576,168655,-21.32188416,-52.86518478,1802.060835,4/17/2015,17,4,2015
24401,24414,24414,3516577,168656,-20.91493225,-55.40756226,1790.764968,4/17/2015,17,4,2015
24413,24426,24426,3522634,174713,-19.93753433,-52.54475784,1792.263143,4/20/2015,20,4,2015
24414,24427,24427,3522635,174714,-19.93221664,-52.54517746,1788.449331,4/20/2015,20,4,2015
24415,24428,24428,3522636,174715,-19.93029785,-52.54647064,1793.818259,4/20/2015,20,4,2015
24416,24429,24429,3522637,174716,-19.5214138,-55.06583023,1803.15142,4/20/2015,20,4,2015
24417,24430,24430,3522638,174717,-19.51660347,-55.06656647,1794.533531,4/20/2015,20,4,2015
24418,24431,24431,3522639,174718,-19.51335907,-55.06820679,1809.347038,4/20/2015,20,4,2015
24419,24432,24432,3522640,174719,-22.05200768,-55.68877411,1799.060571,4/20/2015,20,4,2015
24420,24433,24433,3522641,174720,-22.05058289,-55.68910599,1807.314752,4/20/2015,20,4,2015
24421,24434,24434,3522642,174721,-22.04684258,-55.68906021,1790.847254,4/20/2015,20,4,2015
24433,24446,24446,3528455,180534,-17.56645393,-54.5876236,1812.278168,4/23/2015,23,4,2015
24434,24447,24447,3528456,180535,-18.39658546,-54.79223633,1824.120851,4/23/2015,23,4,2015
24436,24449,24449,3528458,180537,-19.227314,-54.99451447,1812.860903,4/23/2015,23,4,2015
24437,24450,24450,3528459,180538,-20.07094193,-55.20295715,1818.554782,4/23/2015,23,4,2015
24439,24452,24452,3528461,180540,-21.76224899,-55.61733627,1798.449375,4/23/2015,23,4,2015
24474,24487,24487,3531362,183441,-19.93911171,-52.54536819,1773.343162,4/26/2015,26,4,2015
24475,24488,24488,3531363,183442,-19.93608475,-52.54628372,1768.83355,4/26/2015,26,4,2015
24476,24489,24489,3531364,183443,-19.93113708,-52.54689407,1768.956628,4/26/2015,26,4,2015
24477,24490,24490,3531365,183444,-19.52316475,-55.0664444,1799.422967,4/26/2015,26,4,2015
24478,24491,24491,3531366,183445,-19.51808357,-55.06708908,1790.271997,4/26/2015,26,4,2015
24479,24492,24492,3531367,183446,-19.51453972,-55.06871033,1787.286433,4/26/2015,26,4,2015
24480,24493,24493,3531368,183447,-22.05233765,-55.68902206,1757.49435,4/26/2015,26,4,2015
24481,24494,24494,3531369,183448,-22.05189896,-55.68952942,1764.102535,4/26/2015,26,4,2015
24482,24495,24495,3531370,183449,-22.04896355,-55.68973541,1771.940701,4/26/2015,26,4,2015
24483,24496,24496,3531371,183450,-22.45918274,-53.12833786,1748.00079,4/26/2015,26,4,2015
24484,24497,24497,3531372,183451,-22.45360374,-53.12784958,1749.463468,4/26/2015,26,4,2015
24485,24498,24498,3531373,183452,-22.44943619,-53.12864304,1742.105467,4/26/2015,26,4,2015
24521,24534,24534,3537020,189099,-20.07126617,-55.20560074,1774.811053,4/29/2015,29,4,2015
24522,24535,24535,3537021,189100,-20.48195076,-52.67441177,1774.412768,4/29/2015,29,4,2015
24524,24537,24537,3537023,189102,-21.32373238,-52.86772537,1760.18346,4/29/2015,29,4,2015
24525,24538,24538,3537024,189103,-20.91644287,-55.40974426,1764.214619,4/29/2015,29,4,2015
24526,24539,24539,3537025,189104,-21.76032257,-55.61918259,1755.340871,4/29/2015,29,4,2015
24527,24540,24540,3537026,189105,-22.16345024,-53.06262589,1746.576864,4/29/2015,29,4,2015
24546,24560,24560,3538981,191060,-19.66255379,-58.05175018,1778.686707,4/30/2015,30,4,2015
24578,24592,24592,3542924,195003,-19.94090652,-52.54590988,1750.91878,5/2/2015,2,5,2015
24579,24593,24593,3542925,195004,-19.93706894,-52.54661942,1752.182238,5/2/2015,2,5,2015
24580,24594,24594,3542926,195005,-19.93370628,-52.54763412,1765.611591,5/2/2015,2,5,2015
24581,24595,24595,3542927,195006,-19.52344704,-55.06631088,1751.198658,5/2/2015,2,5,2015
24582,24596,24596,3542928,195007,-19.52045059,-55.06768417,1773.912434,5/2/2015,2,5,2015
24583,24597,24597,3542929,195008,-19.51663017,-55.06927109,1773.732534,5/2/2015,2,5,2015
24584,24598,24598,3542930,195009,-22.05503273,-55.68987274,1751.429464,5/2/2015,2,5,2015
24585,24599,24599,3542931,195010,-22.05316925,-55.69007111,1759.031302,5/2/2015,2,5,2015
24586,24600,24600,3542932,195011,-22.04945755,-55.69003296,1750.960532,5/2/2015,2,5,2015
24587,24601,24601,3542933,195012,-22.46079063,-53.12900543,1745.085319,5/2/2015,2,5,2015
24588,24602,24602,3542934,195013,-22.45477486,-53.12839508,1740.363792,5/2/2015,2,5,2015
24589,24603,24603,3542935,195014,-22.45094109,-53.1292572,1743.794976,5/2/2015,2,5,2015
24611,24625,24625,3548999,201078,-20.06993484,-55.20374298,1760.039311,5/5/2015,5,5,2015
24612,24626,24626,3549000,201079,-20.91532135,-55.40769196,1775.782262,5/5/2015,5,5,2015
24613,24627,24627,3549001,201080,-21.76226616,-55.6182251,1756.199041,5/5/2015,5,5,2015
24661,24675,24675,3552222,204301,-19.94338036,-52.54454803,1769.283906,5/8/2015,8,5,2015
24662,24676,24676,3552223,204302,-19.93951225,-52.5453186,1769.558229,5/8/2015,8,5,2015
24663,24677,24677,3552224,204303,-19.93432426,-52.54576492,1772.623934,5/8/2015,8,5,2015
24664,24678,24678,3552225,204304,-19.5271492,-55.06546783,1790.121402,5/8/2015,8,5,2015
24665,24679,24679,3552226,204305,-19.5235157,-55.06658173,1795.305637,5/8/2015,8,5,2015
24666,24680,24680,3552227,204306,-19.51891327,-55.06801987,1795.426395,5/8/2015,8,5,2015
24712,24726,24726,3569347,221426,-17.565588,-54.58918381,1795.250822,5/17/2015,17,5,2015
24738,24752,24752,3572677,224756,-19.3871479,-52.41975784,1758.942303,5/20/2015,20,5,2015
24739,24753,24753,3572678,224757,-19.38180161,-52.42016602,1752.716016,5/20/2015,20,5,2015
24740,24754,24754,3572679,224758,-19.37700462,-52.42079544,1765.188947,5/20/2015,20,5,2015
24741,24755,24755,3572680,224759,-18.97112656,-54.93185425,1755.561537,5/20/2015,20,5,2015
24742,24756,24756,3572681,224760,-18.96793365,-54.93299866,1764.869063,5/20/2015,20,5,2015
24743,24757,24757,3572682,224761,-18.96268272,-54.9342041,1755.760574,5/20/2015,20,5,2015
24744,24758,24758,3572683,224762,-21.50156403,-55.55039597,1751.348251,5/20/2015,20,5,2015
24745,24759,24759,3572684,224763,-21.50035858,-55.55078888,1749.891739,5/20/2015,20,5,2015
24746,24760,24760,3572685,224764,-21.4984684,-55.5512619,1755.074143,5/20/2015,20,5,2015
24747,24761,24761,3572686,224765,-21.90459633,-52.99933624,1754.168901,5/20/2015,20,5,2015
24748,24762,24762,3572687,224766,-21.90148544,-52.99940109,1757.525988,5/20/2015,20,5,2015
24749,24763,24763,3572688,224767,-21.89755249,-53.00018311,1761.858416,5/20/2015,20,5,2015
24781,24795,24795,3578481,230560,-19.6444931,-52.47962189,1764.805333,5/23/2015,23,5,2015
24782,24796,24796,3578482,230561,-20.48233032,-52.67339325,1752.102849,5/23/2015,23,5,2015
24783,24797,24797,3578483,230562,-21.32217598,-52.86618805,1758.468359,5/23/2015,23,5,2015
24784,24798,24798,3578484,230563,-20.91643715,-55.408535,1749.794684,5/23/2015,23,5,2015
24785,24799,24799,3578485,230564,-21.76207733,-55.61862183,1767.393714,5/23/2015,23,5,2015
24786,24800,24800,3578486,230565,-22.16308784,-53.06116867,1757.956611,5/23/2015,23,5,2015
24827,24841,24841,3583976,236055,-19.9473381,-52.54672241,1766.605345,5/26/2015,26,5,2015
24828,24842,24842,3583977,236056,-19.94310379,-52.54744339,1769.089385,5/26/2015,26,5,2015
24829,24843,24843,3583978,236057,-19.93894958,-52.54822922,1767.746399,5/26/2015,26,5,2015
24830,24844,24844,3583979,236058,-22.46703911,-53.12995148,1779.591645,5/26/2015,26,5,2015
24831,24845,24845,3583980,236059,-22.46214294,-53.12955093,1793.980103,5/26/2015,26,5,2015
24832,24846,24846,3583981,236060,-22.45650101,-53.13002396,1779.097932,5/26/2015,26,5,2015
24859,24873,24873,3589432,241511,-18.39773369,-54.79302979,1763.688737,5/29/2015,29,5,2015
24860,24874,24874,3589433,241512,-19.22775269,-54.99511719,1764.118821,5/29/2015,29,5,2015
24861,24875,24875,3589434,241513,-22.16113472,-53.06004333,1747.677812,5/29/2015,29,5,2015
24880,24894,24894,3592411,244490,-19.53031158,-55.067379,1792.202206,6/1/2015,1,6,2015
24881,24895,24895,3592412,244491,-19.52631569,-55.06822586,1768.265103,6/1/2015,1,6,2015
24882,24896,24896,3592413,244492,-19.52187538,-55.06966019,1785.565671,6/1/2015,1,6,2015
24918,24932,24932,3597959,250038,-18.39727974,-54.79065704,1747.248064,6/4/2015,4,6,2015
24920,24934,24934,3597961,250040,-19.64266014,-52.47600555,1747.477984,6/4/2015,4,6,2015
24921,24935,24935,3597962,250041,-20.07191277,-55.20155716,1743.315662,6/4/2015,4,6,2015
24922,24936,24936,3597963,250042,-20.48273659,-52.6701622,1746.040913,6/4/2015,4,6,2015
24924,24938,24938,3597965,250044,-21.32286835,-52.86320114,1764.775106,6/4/2015,4,6,2015
24925,24939,24939,3597966,250045,-20.91545486,-55.40489578,1759.872061,6/4/2015,4,6,2015
24926,24940,24940,3597967,250046,-21.76025772,-55.61497116,1761.529074,6/4/2015,4,6,2015
24927,24941,24941,3597968,250047,-22.16401291,-53.05831909,1751.29058,6/4/2015,4,6,2015
24954,24968,24968,3599971,252050,-19.66358566,-58.04774094,1741.96549,6/5/2015,5,6,2015
24996,25010,25010,3603863,255942,-19.53154945,-55.0654335,1772.692503,6/7/2015,7,6,2015
24997,25011,25011,3603864,255943,-19.52719498,-55.06637192,1743.410063,6/7/2015,7,6,2015
24998,25012,25012,3603865,255944,-19.52212334,-55.0676384,1759.654601,6/7/2015,7,6,2015
24999,25013,25013,3603866,255945,-22.06210518,-55.68880844,1754.019378,6/7/2015,7,6,2015
25000,25014,25014,3603867,255946,-22.06053162,-55.68912888,1752.083862,6/7/2015,7,6,2015
25001,25015,25015,3603868,255947,-22.05647469,-55.68902969,1750.967316,6/7/2015,7,6,2015
25002,25016,25016,3603869,255948,-22.46613693,-53.12644958,1749.070619,6/7/2015,7,6,2015
25003,25017,25017,3603870,255949,-22.46261597,-53.12628937,1762.940401,6/7/2015,7,6,2015
25004,25018,25018,3603871,255950,-22.45661163,-53.12663269,1751.577639,6/7/2015,7,6,2015
25048,25062,25062,3609239,261318,-17.56401443,-54.58349609,1754.252833,6/10/2015,10,6,2015
25051,25065,25065,3609242,261321,-19.64338875,-52.47479248,1748.038937,6/10/2015,10,6,2015
25052,25066,25066,3609243,261322,-19.22607803,-54.99084091,1762.064115,6/10/2015,10,6,2015
25053,25067,25067,3609244,261323,-20.48268318,-52.66881943,1767.296934,6/10/2015,10,6,2015
25056,25070,25070,3609247,261326,-21.32341576,-52.86193848,1749.739288,6/10/2015,10,6,2015
25057,25071,25071,3609248,261327,-20.91475296,-55.40340042,1750.800354,6/10/2015,10,6,2015
25091,25105,25105,3612281,264360,-19.94707298,-52.54635239,1758.565448,6/13/2015,13,6,2015
25092,25106,25106,3612282,264361,-19.94260597,-52.54701614,1756.5042,6/13/2015,13,6,2015
25093,25107,25107,3612283,264362,-19.93894386,-52.54785919,1768.062214,6/13/2015,13,6,2015
25094,25108,25108,3612284,264363,-19.52960014,-55.06869507,1772.174672,6/13/2015,13,6,2015
