,X.1,OBJECTID,Field1,X,Lat,Long,ch4,Date,day,month,year
13676,13678,13678,1818938,319994,-19.71291161,-52.46485138,1765.336447,7/25/2012,25,7,2012
13677,13679,13679,1818939,319995,-19.70874023,-52.46563339,1768.739432,7/25/2012,25,7,2012
13678,13680,13680,1818940,319996,-19.70392036,-52.46625519,1762.274253,7/25/2012,25,7,2012
13679,13681,13681,1818941,319997,-19.28287506,-54.97613525,1774.042839,7/25/2012,25,7,2012
13680,13682,13682,1818942,319998,-19.27874374,-54.97725296,1768.147484,7/25/2012,25,7,2012
13681,13683,13683,1818943,319999,-19.27515793,-54.97849274,1768.778985,7/25/2012,25,7,2012
13730,13732,13732,1822539,323595,-19.71523094,-52.46474457,1769.321889,7/28/2012,28,7,2012
13731,13733,13733,1822540,323596,-19.71081352,-52.46549225,1774.462301,7/28/2012,28,7,2012
13732,13734,13734,1822541,323597,-22.23501396,-53.04571152,1780.041067,7/28/2012,28,7,2012
13733,13735,13735,1822542,323598,-22.22990417,-53.0458374,1772.584433,7/28/2012,28,7,2012
13734,13736,13736,1822543,323599,-22.22490883,-53.04640198,1772.554923,7/28/2012,28,7,2012
13770,13772,13772,1826216,327272,-19.99918175,-52.53044891,1769.712535,7/31/2012,31,7,2012
13771,13773,13773,1826217,327273,-19.99516106,-52.53132248,1764.162884,7/31/2012,31,7,2012
13772,13774,13774,1826218,327274,-19.99035835,-52.53189087,1750.391186,7/31/2012,31,7,2012
13773,13775,13775,1826219,327275,-19.56848717,-55.04651642,1765.588117,7/31/2012,31,7,2012
13774,13776,13776,1826220,327276,-19.56411552,-55.04759979,1745.698988,7/31/2012,31,7,2012
13775,13777,13777,1826221,327277,-19.56087112,-55.04894638,1755.027388,7/31/2012,31,7,2012
13776,13778,13778,1826222,327278,-22.095438,-55.6680336,1765.813674,7/31/2012,31,7,2012
13777,13779,13779,1826223,327279,-22.09489441,-55.66912079,1748.417342,7/31/2012,31,7,2012
13778,13780,13780,1826224,327280,-22.09194565,-55.66965103,1773.673599,7/31/2012,31,7,2012
13839,13841,13841,1828980,330036,-20.00109863,-52.5316925,1754.140947,8/3/2012,3,8,2012
13840,13842,13842,1828981,330037,-19.99665642,-52.53245544,1755.214831,8/3/2012,3,8,2012
13841,13843,13843,1828982,330038,-19.99194527,-52.53306198,1758.950092,8/3/2012,3,8,2012
13842,13844,13844,1828983,330039,-19.57032585,-55.04776382,1754.909962,8/3/2012,3,8,2012
13843,13845,13845,1828984,330040,-19.56630898,-55.04906082,1755.185383,8/3/2012,3,8,2012
13844,13846,13846,1828985,330041,-19.56346703,-55.05047226,1750.572377,8/3/2012,3,8,2012
13845,13847,13847,1828986,330042,-22.09755516,-55.66950607,1745.979513,8/3/2012,3,8,2012
13846,13848,13848,1828987,330043,-22.09682083,-55.67050934,1754.100149,8/3/2012,3,8,2012
13847,13849,13849,1828988,330044,-22.09409332,-55.67111588,1761.917197,8/3/2012,3,8,2012
13848,13850,13850,1828989,330045,-22.52074432,-53.11425781,1751.98278,8/3/2012,3,8,2012
13849,13851,13851,1828990,330046,-22.51585579,-53.11447144,1753.36428,8/3/2012,3,8,2012
13850,13852,13852,1828991,330047,-22.51099205,-53.11504364,1744.238823,8/3/2012,3,8,2012
13904,13906,13906,1832279,333335,-20.00297165,-52.52942276,1772.539695,8/6/2012,6,8,2012
13905,13907,13907,1832280,333336,-19.9983654,-52.53007889,1768.73223,8/6/2012,6,8,2012
13906,13908,13908,1832281,333337,-19.99357986,-52.5307579,1756.224083,8/6/2012,6,8,2012
13907,13909,13909,1832282,333338,-19.57195091,-55.04567719,1756.994255,8/6/2012,6,8,2012
13908,13910,13910,1832283,333339,-19.56770897,-55.04690552,1766.245629,8/6/2012,6,8,2012
13909,13911,13911,1832284,333340,-19.56456757,-55.04822159,1761.260553,8/6/2012,6,8,2012
13910,13912,13912,1832285,333341,-22.09907913,-55.66736603,1765.045252,8/6/2012,6,8,2012
13911,13913,13913,1832286,333342,-22.09853363,-55.66838837,1762.302363,8/6/2012,6,8,2012
13912,13914,13914,1832287,333343,-22.09527588,-55.66888046,1769.602443,8/6/2012,6,8,2012
13913,13915,13915,1832288,333344,-22.5219059,-53.11193466,1763.718685,8/6/2012,6,8,2012
13914,13916,13916,1832289,333345,-22.51704597,-53.11206436,1761.921475,8/6/2012,6,8,2012
13915,13917,13917,1832290,333346,-22.51289558,-53.1128006,1763.13989,8/6/2012,6,8,2012
13973,13975,13975,1835646,336702,-19.407547,-52.3958931,1764.052946,8/9/2012,9,8,2012
13974,13976,13976,1835647,336703,-19.40304375,-52.3966713,1759.378172,8/9/2012,9,8,2012
13975,13977,13977,1835648,336704,-19.39941788,-52.39770508,1764.761748,8/9/2012,9,8,2012
13976,13978,13978,1835649,336705,-18.97932816,-54.90315247,1756.997619,8/9/2012,9,8,2012
13977,13979,13979,1835650,336706,-18.97446442,-54.90441132,1764.039032,8/9/2012,9,8,2012
13978,13980,13980,1835651,336707,-18.971138,-54.90557861,1768.183716,8/9/2012,9,8,2012
13979,13981,13981,1835652,336708,-21.54396248,-55.52931976,1762.052033,8/9/2012,9,8,2012
13980,13982,13982,1835653,336709,-21.54207802,-55.53003693,1766.937929,8/9/2012,9,8,2012
13981,13983,13983,1835654,336710,-21.53982353,-55.5307579,1768.11899,8/9/2012,9,8,2012
13982,13984,13984,1835655,336711,-21.96463776,-52.98384476,1764.172854,8/9/2012,9,8,2012
13983,13985,13985,1835656,336712,-21.95995331,-52.98404312,1758.662875,8/9/2012,9,8,2012
13984,13986,13986,1835657,336713,-21.9552803,-52.98477173,1757.480289,8/9/2012,9,8,2012
14015,14017,14017,1836704,337760,-17.78651047,-57.63531494,1763.22405,8/10/2012,10,8,2012
14016,14018,14018,1836705,337761,-17.77966499,-57.63543701,1756.696005,8/10/2012,10,8,2012
14017,14019,14019,1836706,337762,-17.7726326,-57.63597488,1761.806754,8/10/2012,10,8,2012
14049,14051,14051,1839076,340132,-19.72563362,-52.46899796,1747.523446,8/12/2012,12,8,2012
14050,14052,14052,1839077,340133,-19.72187424,-52.46988297,1745.660684,8/12/2012,12,8,2012
14051,14053,14053,1839078,340134,-19.71755981,-52.47054291,1741.248239,8/12/2012,12,8,2012
14052,14054,14054,1839079,340135,-19.29561043,-54.98127747,1743.242899,8/12/2012,12,8,2012
14053,14055,14055,1839080,340136,-19.29177284,-54.98256683,1757.350352,8/12/2012,12,8,2012
14054,14056,14056,1839081,340137,-19.28860283,-54.98389053,1747.703899,8/12/2012,12,8,2012
14055,14057,14057,1839082,340138,-21.82401848,-55.60092163,1736.743236,8/12/2012,12,8,2012
14056,14058,14058,1839083,340139,-21.82320213,-55.60192108,1748.803448,8/12/2012,12,8,2012
14057,14059,14059,1839084,340140,-21.82024193,-55.60247803,1745.507214,8/12/2012,12,8,2012
14058,14060,14060,1839085,340141,-22.24604225,-53.05015182,1753.089887,8/12/2012,12,8,2012
14059,14061,14061,1839086,340142,-22.24087715,-53.05026245,1747.422438,8/12/2012,12,8,2012
14060,14062,14062,1839087,340143,-22.23581886,-53.05082321,1748.463973,8/12/2012,12,8,2012
14110,14112,14112,1841695,342751,-21.82521629,-55.60254669,1748.21577,8/15/2012,15,8,2012
14111,14113,14113,1841696,342752,-21.82410812,-55.60346603,1753.139263,8/15/2012,15,8,2012
14112,14114,14114,1841697,342753,-21.82080269,-55.60394287,1742.047375,8/15/2012,15,8,2012
14152,14154,14154,1845017,346073,-20.00743675,-52.53299713,1750.287386,8/18/2012,18,8,2012
14153,14155,14155,1845018,346074,-20.00325012,-52.53375626,1743.67316,8/18/2012,18,8,2012
14154,14156,14156,1845019,346075,-19.9989872,-52.53446579,1744.029026,8/18/2012,18,8,2012
14155,14157,14157,1845020,346076,-22.10472107,-55.67244339,1752.096684,8/18/2012,18,8,2012
14156,14158,14158,1845021,346077,-22.10332489,-55.67328262,1750.752354,8/18/2012,18,8,2012
14157,14159,14159,1845022,346078,-22.10071182,-55.67396164,1749.536443,8/18/2012,18,8,2012
14158,14160,14160,1845023,346079,-22.52752304,-53.11582565,1741.319555,8/18/2012,18,8,2012
14159,14161,14161,1845024,346080,-22.52220726,-53.11588287,1738.866583,8/18/2012,18,8,2012
14160,14162,14162,1845025,346081,-22.51759911,-53.11651993,1753.889441,8/18/2012,18,8,2012
14191,14193,14193,1848374,349430,-20.0092907,-52.53382111,1745.888085,8/21/2012,21,8,2012
14192,14194,14194,1848375,349431,-20.00496674,-52.53462601,1746.150323,8/21/2012,21,8,2012
14193,14195,14195,1848376,349432,-19.99987411,-52.53514481,1745.82052,8/21/2012,21,8,2012
14194,14196,14196,1848377,349433,-19.57780647,-55.05153275,1744.633905,8/21/2012,21,8,2012
14195,14197,14197,1848378,349434,-19.57304573,-55.05262375,1754.384913,8/21/2012,21,8,2012
14196,14198,14198,1848379,349435,-19.56921387,-55.0538063,1753.417049,8/21/2012,21,8,2012
14197,14199,14199,1848380,349436,-22.10622787,-55.67372513,1754.839077,8/21/2012,21,8,2012
14198,14200,14200,1848381,349437,-22.10492516,-55.67455673,1759.579953,8/21/2012,21,8,2012
14199,14201,14201,1848382,349438,-22.10198593,-55.67516708,1752.514188,8/21/2012,21,8,2012
14200,14202,14202,1848383,349439,-22.52814484,-53.11646271,1735.709409,8/21/2012,21,8,2012
14201,14203,14203,1848384,349440,-22.52345657,-53.11657715,1745.828337,8/21/2012,21,8,2012
14202,14204,14204,1848385,349441,-22.51865387,-53.11717606,1739.837035,8/21/2012,21,8,2012
14254,14256,14256,1852091,353147,-19.01924133,-54.91423035,1758.890774,8/24/2012,24,8,2012
14255,14257,14257,1852092,353148,-19.01471519,-54.91545105,1744.507138,8/24/2012,24,8,2012
14256,14258,14258,1852093,353149,-19.01114082,-54.9165802,1742.949796,8/24/2012,24,8,2012
14331,14333,14333,1858747,359803,-20.00754547,-52.53321075,1735.553809,8/30/2012,30,8,2012
14332,14334,14334,1858748,359804,-20.0029583,-52.53395462,1741.139534,8/30/2012,30,8,2012
14333,14335,14335,1858749,359805,-19.99794388,-52.53442764,1752.164345,8/30/2012,30,8,2012
14334,14336,14336,1858750,359806,-19.57553482,-55.05152512,1745.815377,8/30/2012,30,8,2012
14335,14337,14337,1858751,359807,-19.57163239,-55.05283737,1748.457498,8/30/2012,30,8,2012
14336,14338,14338,1858752,359808,-19.56795883,-55.05395126,1751.514048,8/30/2012,30,8,2012
14337,14339,14339,1858753,359809,-22.10473442,-55.67394257,1740.66569,8/30/2012,30,8,2012
14338,14340,14340,1858754,359810,-22.10366058,-55.67484665,1742.388988,8/30/2012,30,8,2012
14339,14341,14341,1858755,359811,-22.10042572,-55.67533875,1735.88145,8/30/2012,30,8,2012
14340,14342,14342,1858756,359812,-22.52708817,-53.11613846,1733.766369,8/30/2012,30,8,2012
14341,14343,14343,1858757,359813,-22.5220108,-53.11608887,1738.263226,8/30/2012,30,8,2012
14342,14344,14344,1858758,359814,-22.51680756,-53.11664581,1744.455274,8/30/2012,30,8,2012
14421,14423,14423,1862563,363619,-20.00551224,-52.53256989,1745.647913,9/2/2012,2,9,2012
14422,14424,14424,1862564,363620,-20.0005722,-52.53325272,1741.992915,9/2/2012,2,9,2012
14423,14425,14425,1862565,363621,-19.99599075,-52.53390121,1756.79861,9/2/2012,2,9,2012
14424,14426,14426,1862566,363622,-19.57364655,-55.05104828,1751.055965,9/2/2012,2,9,2012
14425,14427,14427,1862567,363623,-19.56891823,-55.05215073,1757.927334,9/2/2012,2,9,2012
14426,14428,14428,1862568,363624,-19.56561089,-55.05342865,1750.393063,9/2/2012,2,9,2012
14427,14429,14429,1862569,363625,-22.10246849,-55.67338943,1740.753446,9/2/2012,2,9,2012
14428,14430,14430,1862570,363626,-22.10097313,-55.67422104,1743.640074,9/2/2012,2,9,2012
14429,14431,14431,1862571,363627,-22.09786415,-55.67473221,1742.237273,9/2/2012,2,9,2012
14430,14432,14432,1862572,363628,-22.52480888,-53.1154213,1753.520507,9/2/2012,2,9,2012
14431,14433,14433,1862573,363629,-22.51898193,-53.11525726,1747.06253,9/2/2012,2,9,2012
14432,14434,14434,1862574,363630,-22.51439285,-53.11595535,1746.856262,9/2/2012,2,9,2012
14472,14474,14474,1866864,367920,-19.9662056,-52.51909637,1749.526328,9/5/2012,5,9,2012
14473,14475,14475,1866865,367921,-19.96185303,-52.51990128,1757.447746,9/5/2012,5,9,2012
14474,14476,14476,1866866,367922,-19.95665169,-52.52051163,1758.018944,9/5/2012,5,9,2012
14475,14477,14477,1866867,367923,-19.53487968,-55.03718567,1757.152153,9/5/2012,5,9,2012
14476,14478,14478,1866868,367924,-19.53043365,-55.03842545,1758.761559,9/5/2012,5,9,2012
14477,14479,14479,1866869,367925,-19.52649498,-55.03953552,1762.524896,9/5/2012,5,9,2012
14478,14480,14480,1866870,367926,-22.52241516,-53.11006927,1748.975611,9/5/2012,5,9,2012
14479,14481,14481,1866871,367927,-22.51697922,-53.11015701,1747.845271,9/5/2012,5,9,2012
14480,14482,14482,1866872,367928,-22.51221275,-53.11083603,1762.667812,9/5/2012,5,9,2012
14523,14525,14525,1870203,371259,-20.00251198,-52.53290176,1758.688556,9/8/2012,8,9,2012
14524,14526,14526,1870204,371260,-19.99797821,-52.53362656,1761.007069,9/8/2012,8,9,2012
14525,14527,14527,1870205,371261,-19.99321938,-52.53425217,1758.970601,9/8/2012,8,9,2012
14526,14528,14528,1870206,371262,-22.52142334,-53.11549759,1767.183278,9/8/2012,8,9,2012
14527,14529,14529,1870207,371263,-22.51608086,-53.11548615,1757.006796,9/8/2012,8,9,2012
14528,14530,14530,1870208,371264,-22.51112556,-53.11605835,1761.499502,9/8/2012,8,9,2012
14568,14570,14570,1874653,375709,-19.44138718,-52.40956497,1757.19093,9/11/2012,11,9,2012
14569,14571,14571,1874654,375710,-19.43620872,-52.4102478,1755.368329,9/11/2012,11,9,2012
14570,14572,14572,1874655,375711,-19.43076134,-52.41069412,1763.407301,9/11/2012,11,9,2012
14571,14573,14573,1874656,375712,-19.0091362,-54.91902542,1767.307967,9/11/2012,11,9,2012
14572,14574,14574,1874657,375713,-19.00522232,-54.92031097,1769.78395,9/11/2012,11,9,2012
14573,14575,14575,1874658,375714,-19.00193405,-54.92157745,1766.452316,9/11/2012,11,9,2012
14574,14576,14576,1874659,375715,-21.53870964,-55.5368309,1766.531082,9/11/2012,11,9,2012
14575,14577,14577,1874660,375716,-21.53706932,-55.53760529,1766.170884,9/11/2012,11,9,2012
14576,14578,14578,1874661,375717,-21.53441048,-55.53820038,1757.393083,9/11/2012,11,9,2012
14577,14579,14579,1874662,375718,-21.95923996,-52.98899078,1764.265306,9/11/2012,11,9,2012
14578,14580,14580,1874663,375719,-21.95458221,-52.98908997,1771.235674,9/11/2012,11,9,2012
14579,14581,14581,1874664,375720,-21.9496479,-52.98968887,1761.787829,9/11/2012,11,9,2012
14618,14620,14620,1878899,379955,-19.5675087,-55.05774307,1763.454446,9/14/2012,14,9,2012
14619,14621,14621,1878900,379956,-19.56280327,-55.05882263,1772.056405,9/14/2012,14,9,2012
14620,14622,14622,1878901,379957,-19.55902481,-55.05998993,1763.227823,9/14/2012,14,9,2012
14621,14623,14623,1878902,379958,-22.09654045,-55.68013382,1778.904124,9/14/2012,14,9,2012
14622,14624,14624,1878903,379959,-22.09508705,-55.68100357,1764.610454,9/14/2012,14,9,2012
14623,14625,14625,1878904,379960,-22.09192657,-55.68139267,1755.809337,9/14/2012,14,9,2012
14624,14626,14626,1878905,379961,-22.51862144,-53.12162781,1766.29826,9/14/2012,14,9,2012
14625,14627,14627,1878906,379962,-22.51329613,-53.1216507,1761.642773,9/14/2012,14,9,2012
14626,14628,14628,1878907,379963,-22.50815392,-53.12215424,1768.515729,9/14/2012,14,9,2012
14666,14668,14668,1883565,384621,-22.09348297,-55.67843628,1759.644657,9/17/2012,17,9,2012
14667,14669,14669,1883566,384622,-22.09221649,-55.67931747,1755.188145,9/17/2012,17,9,2012
14668,14670,14670,1883567,384623,-22.08927727,-55.67975998,1766.027043,9/17/2012,17,9,2012
14669,14671,14671,1883568,384624,-22.51584625,-53.12005615,1775.593237,9/17/2012,17,9,2012
14670,14672,14672,1883569,384625,-22.51088333,-53.12013245,1770.050177,9/17/2012,17,9,2012
14671,14673,14673,1883570,384626,-22.50566483,-53.12062073,1770.572913,9/17/2012,17,9,2012
14749,14751,14751,1892014,393070,-22.0886116,-55.67274094,1745.803118,9/23/2012,23,9,2012
14750,14752,14752,1892015,393071,-22.08715057,-55.67356873,1754.778857,9/23/2012,23,9,2012
14751,14753,14753,1892016,393072,-22.08430099,-55.67407608,1747.21529,9/23/2012,23,9,2012
14752,14754,14754,1892017,393073,-22.51118279,-53.1144371,1743.994984,9/23/2012,23,9,2012
14753,14755,14755,1892018,393074,-22.50579071,-53.11451721,1756.920064,9/23/2012,23,9,2012
14754,14756,14756,1892019,393075,-22.50024796,-53.11499023,1747.511404,9/23/2012,23,9,2012
14782,14784,14784,1896438,397494,-19.98919678,-52.53083038,1750.049749,9/26/2012,26,9,2012
14783,14785,14785,1896439,397495,-19.9845314,-52.53158188,1745.315893,9/26/2012,26,9,2012
14784,14786,14786,1896440,397496,-19.98016167,-52.53232193,1743.083624,9/26/2012,26,9,2012
14785,14787,14787,1896441,397497,-19.55697441,-55.04938889,1750.381629,9/26/2012,26,9,2012
14786,14788,14788,1896442,397498,-19.55298042,-55.05073929,1763.145576,9/26/2012,26,9,2012
14787,14789,14789,1896443,397499,-19.54890633,-55.05181885,1751.764992,9/26/2012,26,9,2012
14788,14790,14790,1896444,397500,-22.08677864,-55.67193985,1720.087288,9/26/2012,26,9,2012
14789,14791,14791,1896445,397501,-22.08451653,-55.6725769,1736.943887,9/26/2012,26,9,2012
14790,14792,14792,1896446,397502,-22.08143425,-55.67299271,1738.066232,9/26/2012,26,9,2012
14791,14793,14793,1896447,397503,-22.50810051,-53.11345673,1741.07371,9/26/2012,26,9,2012
14792,14794,14794,1896448,397504,-22.50286865,-53.11361694,1732.385142,9/26/2012,26,9,2012
14793,14795,14795,1896449,397505,-22.49860191,-53.11431122,1731.625774,9/26/2012,26,9,2012
14845,14847,14847,1901318,402374,-19.9874649,-52.53025818,1758.368966,9/29/2012,29,9,2012
14846,14848,14848,1901319,402375,-19.98250771,-52.53094864,1764.631814,9/29/2012,29,9,2012
14847,14849,14849,1901320,402376,-19.97787857,-52.53154373,1756.220957,9/29/2012,29,9,2012
14872,14874,14874,1905208,406264,-22.19046593,-53.03746796,1744.387016,10/2/2012,2,10,2012
14873,14875,14875,1905209,406265,-22.1862812,-53.03763962,1747.529992,10/2/2012,2,10,2012
14874,14876,14876,1905210,406266,-22.18128967,-53.0379982,1743.22387,10/2/2012,2,10,2012
14892,14894,14894,1910338,411394,-22.08001137,-55.67126465,1738.634341,10/5/2012,5,10,2012
14893,14895,14895,1910339,411395,-22.07864952,-55.67220688,1740.010593,10/5/2012,5,10,2012
14894,14896,14896,1910340,411396,-22.07513428,-55.67251205,1743.094853,10/5/2012,5,10,2012
14927,14929,14929,1915497,416553,-19.98127365,-52.53124237,1756.304618,10/8/2012,8,10,2012
14928,14930,14930,1915498,416554,-19.97681618,-52.5320015,1751.37191,10/8/2012,8,10,2012
14929,14931,14931,1915499,416555,-19.97228241,-52.53271866,1754.960564,10/8/2012,8,10,2012
14930,14932,14932,1915500,416556,-19.54933357,-55.0490036,1750.880639,10/8/2012,8,10,2012
14931,14933,14933,1915501,416557,-19.54522324,-55.05017853,1751.391534,10/8/2012,8,10,2012
14932,14934,14934,1915502,416558,-19.5424614,-55.05154037,1761.227747,10/8/2012,8,10,2012
14933,14935,14935,1915503,416559,-22.07759094,-55.67091751,1745.775996,10/8/2012,8,10,2012
14934,14936,14936,1915504,416560,-22.07675552,-55.67194748,1750.817286,10/8/2012,8,10,2012
14935,14937,14937,1915505,416561,-22.07402802,-55.67245483,1750.468929,10/8/2012,8,10,2012
14936,14938,14938,1915506,416562,-22.50065613,-53.11404037,1750.81393,10/8/2012,8,10,2012
14937,14939,14939,1915507,416563,-22.49531746,-53.11399078,1743.90112,10/8/2012,8,10,2012
14938,14940,14940,1915508,416564,-22.48990822,-53.11440659,1747.307523,10/8/2012,8,10,2012
15001,15003,15003,1925624,426680,-19.979105,-52.52858734,1761.572541,10/14/2012,14,10,2012
15002,15004,15004,1925625,426681,-19.97459412,-52.52926636,1762.898378,10/14/2012,14,10,2012
15003,15005,15005,1925626,426682,-19.97016144,-52.53001404,1751.830049,10/14/2012,14,10,2012
15004,15006,15006,1925627,426683,-19.54731941,-55.04580688,1765.360232,10/14/2012,14,10,2012
15005,15007,15007,1925628,426684,-19.54356766,-55.04698944,1764.957309,10/14/2012,14,10,2012
15006,15008,15008,1925629,426685,-19.54014969,-55.04819489,1757.386539,10/14/2012,14,10,2012
15007,15009,15009,1925630,426686,-22.07577515,-55.66778183,1759.351902,10/14/2012,14,10,2012
15008,15010,15010,1925631,426687,-22.07461929,-55.66874313,1759.91187,10/14/2012,14,10,2012
15009,15011,15011,1925632,426688,-22.07138443,-55.66912079,1750.923131,10/14/2012,14,10,2012
15010,15012,15012,1925633,426689,-22.49850464,-53.11139297,1740.420843,10/14/2012,14,10,2012
15011,15013,15013,1925634,426690,-22.49338722,-53.11147308,1751.408789,10/14/2012,14,10,2012
15012,15014,15014,1925635,426691,-22.48819733,-53.11190796,1750.151374,10/14/2012,14,10,2012
15036,15038,15038,1927580,428636,-17.7598381,-57.62995148,1773.182392,10/15/2012,15,10,2012
15037,15039,15039,1927581,428637,-17.75295258,-57.63000488,1776.330251,10/15/2012,15,10,2012
15038,15040,15040,1927582,428638,-17.74643326,-57.6307106,1780.099691,10/15/2012,15,10,2012
15048,15050,15050,1931416,432472,-19.41794395,-52.39717484,1745.990993,10/17/2012,17,10,2012
15049,15051,15051,1931417,432473,-19.41415596,-52.39811707,1746.835994,10/17/2012,17,10,2012
15050,15052,15052,1931418,432474,-19.40867043,-52.39853668,1738.33627,10/17/2012,17,10,2012
